SIGNAL_SCORE_THRESHOLD,SPRING_DROP_PCT,SPRING_BOUNCE_PCT,VOLUME_MULTIPLIER,STOP_LOSS_PCT,total_trades,win_rate,profit_factor,max_drawdown,final_capital,total_return_pct,max_loss_streak
60,0.003,0.0025,2.0,0.007,270,0.2704,0.9864,0.3611,9713.14,-2.87,25
60,0.003,0.003,1.3,0.003,255,0.251,1.0035,0.4223,10078.03,0.78,18
60,0.003,0.003,1.3,0.005,255,0.2392,0.947,0.4666,8824.71,-11.75,31
60,0.003,0.003,1.3,0.007,255,0.2706,0.9822,0.3734,9638.82,-3.61,24
60,0.003,0.003,1.5,0.003,255,0.251,1.0035,0.4223,10078.03,0.78,18
60,0.003,0.003,1.5,0.005,255,0.2392,0.947,0.4666,8824.71,-11.75,31
60,0.003,0.003,1.5,0.007,255,0.2706,0.9822,0.3734,9638.82,-3.61,24
60,0.003,0.003,1.8,0.003,255,0.251,1.0035,0.4223,10078.03,0.78,18
60,0.003,0.003,1.8,0.005,255,0.2392,0.947,0.4666,8824.71,-11.75,31
60,0.003,0.003,1.8,0.007,255,0.2706,0.9822,0.3734,9638.82,-3.61,24
60,0.003,0.003,2.0,0.003,255,0.251,1.0035,0.4223,10078.03,0.78,18
60,0.003,0.003,2.0,0.005,255,0.2392,0.947,0.4666,8824.71,-11.75,31
60,0.003,0.003,2.0,0.007,255,0.2706,0.9822,0.3734,9638.82,-3.61,24
60,0.004,0.0015,1.3,0.003,203,0.2562,1.035,0.2471,10566.26,5.66,14
60,0.004,0.0015,1.3,0.005,203,0.2562,1.0238,0.3126,10368.37,3.68,27
60,0.004,0.0015,1.3,0.007,203,0.2956,1.1496,0.2786,12496.25,24.96,27
60,0.004,0.0015,1.5,0.003,203,0.2562,1.035,0.2471,10566.26,5.66,14
60,0.004,0.0015,1.5,0.005,203,0.2562,1.0238,0.3126,10368.37,3.68,27
60,0.004,0.0015,1.5,0.007,203,0.2956,1.1496,0.2786,12496.25,24.96,27
60,0.004,0.0015,1.8,0.003,203,0.2562,1.035,0.2471,10566.26,5.66,14
60,0.004,0.0015,1.8,0.005,203,0.2562,1.0238,0.3126,10368.37,3.68,27
60,0.004,0.0015,1.8,0.007,203,0.2956,1.1496,0.2786,12496.25,24.96,27
60,0.004,0.0015,2.0,0.003,203,0.2562,1.035,0.2471,10566.26,5.66,14
60,0.004,0.0015,2.0,0.005,203,0.2562,1.0238,0.3126,10368.37,3.68,27
60,0.004,0.0015,2.0,0.007,203,0.2956,1.1496,0.2786,12496.25,24.96,27
60,0.004,0.002,1.3,0.003,181,0.2597,1.057,0.224,10812.77,8.13,13
60,0.004,0.002,1.3,0.005,181,0.2541,1.0281,0.2772,10393.44,3.93,25
60,0.004,0.002,1.3,0.007,181,0.2762,1.079,0.2854,11176.83,11.77,25
60,0.004,0.002,1.5,0.003,181,0.2597,1.057,0.224,10812.77,8.13,13
60,0.004,0.002,1.5,0.005,181,0.2541,1.0281,0.2772,10393.44,3.93,25
60,0.004,0.002,1.5,0.007,181,0.2762,1.079,0.2854,11176.83,11.77,25
60,0.004,0.002,1.8,0.003,181,0.2597,1.057,0.224,10812.77,8.13,13
60,0.004,0.002,1.8,0.005,181,0.2541,1.0281,0.2772,10393.44,3.93,25
60,0.004,0.002,1.8,0.007,181,0.2762,1.079,0.2854,11176.83,11.77,25
60,0.004,0.002,2.0,0.003,181,0.2597,1.057,0.224,10812.77,8.13,13
60,0.004,0.002,2.0,0.005,181,0.2541,1.0281,0.2772,10393.44,3.93,25
60,0.004,0.002,2.0,0.007,181,0.2762,1.079,0.2854,11176.83,11.77,25
60,0.004,0.0025,1.3,0.003,164,0.25,1.0087,0.2899,10114.08,1.14,20
60,0.004,0.0025,1.3,0.005,164,0.2378,0.9472,0.2907,9344.3,-6.56,27
60,0.004,0.0025,1.3,0.007,164,0.2561,0.9732,0.2988,9658.38,-3.42,24
60,0.004,0.0025,1.5,0.003,164,0.25,1.0087,0.2899,10114.08,1.14,20
60,0.004,0.0025,1.5,0.005,164,0.2378,0.9472,0.2907,9344.3,-6.56,27
60,0.004,0.0025,1.5,0.007,164,0.2561,0.9732,0.2988,9658.38,-3.42,24
60,0.004,0.0025,1.8,0.003,164,0.25,1.0087,0.2899,10114.08,1.14,20
60,0.004,0.0025,1.8,0.005,164,0.2378,0.9472,0.2907,9344.3,-6.56,27
60,0.004,0.0025,1.8,0.007,164,0.2561,0.9732,0.2988,9658.38,-3.42,24
60,0.004,0.0025,2.0,0.003,164,0.25,1.0087,0.2899,10114.08,1.14,20
60,0.004,0.0025,2.0,0.005,164,0.2378,0.9472,0.2907,9344.3,-6.56,27
60,0.004,0.0025,2.0,0.007,164,0.2561,0.9732,0.2988,9658.38,-3.42,24
60,0.004,0.003,1.3,0.003,158,0.2532,1.0257,0.2827,10325.55,3.26,19
60,0.004,0.003,1.3,0.005,158,0.2405,0.9617,0.2835,9539.67,-4.6,26
60,0.004,0.003,1.3,0.007,158,0.2532,0.9565,0.2917,9477.39,-5.23,23
60,0.004,0.003,1.5,0.003,158,0.2532,1.0257,0.2827,10325.55,3.26,19
60,0.004,0.003,1.5,0.005,158,0.2405,0.9617,0.2835,9539.67,-4.6,26
60,0.004,0.003,1.5,0.007,158,0.2532,0.9565,0.2917,9477.39,-5.23,23
60,0.004,0.003,1.8,0.003,158,0.2532,1.0257,0.2827,10325.55,3.26,19
60,0.004,0.003,1.8,0.005,158,0.2405,0.9617,0.2835,9539.67,-4.6,26
60,0.004,0.003,1.8,0.007,158,0.2532,0.9565,0.2917,9477.39,-5.23,23
60,0.004,0.003,2.0,0.003,158,0.2532,1.0257,0.2827,10325.55,3.26,19
60,0.004,0.003,2.0,0.005,158,0.2405,0.9617,0.2835,9539.67,-4.6,26
60,0.004,0.003,2.0,0.007,158,0.2532,0.9565,0.2917,9477.39,-5.23,23
60,0.005,0.0015,1.3,0.003,122,0.2869,1.2004,0.1591,11850.69,18.51,15
60,0.005,0.0015,1.3,0.005,122,0.2705,1.0906,0.2231,10826.64,8.27,20
60,0.005,0.0015,1.3,0.007,122,0.2787,1.0975,0.2226,10899.99,9.0,25
60,0.005,0.0015,1.5,0.003,122,0.2869,1.2004,0.1591,11850.69,18.51,15
60,0.005,0.0015,1.5,0.005,122,0.2705,1.0906,0.2231,10826.64,8.27,20
60,0.005,0.0015,1.5,0.007,122,0.2787,1.0975,0.2226,10899.99,9.0,25
60,0.005,0.0015,1.8,0.003,122,0.2869,1.2004,0.1591,11850.69,18.51,15
60,0.005,0.0015,1.8,0.005,122,0.2705,1.0906,0.2231,10826.64,8.27,20
60,0.005,0.0015,1.8,0.007,122,0.2787,1.0975,0.2226,10899.99,9.0,25
60,0.005,0.0015,2.0,0.003,122,0.2869,1.2004,0.1591,11850.69,18.51,15
60,0.005,0.0015,2.0,0.005,122,0.2705,1.0906,0.2231,10826.64,8.27,20
60,0.005,0.0015,2.0,0.007,122,0.2787,1.0975,0.2226,10899.99,9.0,25
60,0.005,0.002,1.3,0.003,111,0.2703,1.103,0.1748,10857.91,8.58,17
60,0.005,0.002,1.3,0.005,111,0.2793,1.1676,0.2069,11385.12,13.85,18
60,0.005,0.002,1.3,0.007,111,0.2793,1.1047,0.2069,10868.03,8.68,23
60,0.005,0.002,1.5,0.003,111,0.2703,1.103,0.1748,10857.91,8.58,17
60,0.005,0.002,1.5,0.005,111,0.2793,1.1676,0.2069,11385.12,13.85,18
60,0.005,0.002,1.5,0.007,111,0.2793,1.1047,0.2069,10868.03,8.68,23
60,0.005,0.002,1.8,0.003,111,0.2703,1.103,0.1748,10857.91,8.58,17
60,0.005,0.002,1.8,0.005,111,0.2793,1.1676,0.2069,11385.12,13.85,18
60,0.005,0.002,1.8,0.007,111,0.2793,1.1047,0.2069,10868.03,8.68,23
60,0.005,0.002,2.0,0.003,111,0.2703,1.103,0.1748,10857.91,8.58,17
60,0.005,0.002,2.0,0.005,111,0.2793,1.1676,0.2069,11385.12,13.85,18
60,0.005,0.002,2.0,0.007,111,0.2793,1.1047,0.2069,10868.03,8.68,23
60,0.005,0.0025,1.3,0.003,99,0.2525,0.9789,0.1922,9841.92,-1.58,21
60,0.005,0.0025,1.3,0.005,99,0.2525,1.023,0.2143,10168.73,1.69,24
60,0.005,0.0025,1.3,0.007,99,0.2424,0.9059,0.2143,9319.12,-6.81,24
60,0.005,0.0025,1.5,0.003,99,0.2525,0.9789,0.1922,9841.92,-1.58,21
60,0.005,0.0025,1.5,0.005,99,0.2525,1.023,0.2143,10168.73,1.69,24
60,0.005,0.0025,1.5,0.007,99,0.2424,0.9059,0.2143,9319.12,-6.81,24
60,0.005,0.0025,1.8,0.003,99,0.2525,0.9789,0.1922,9841.92,-1.58,21
60,0.005,0.0025,1.8,0.005,99,0.2525,1.023,0.2143,10168.73,1.69,24
60,0.005,0.0025,1.8,0.007,99,0.2424,0.9059,0.2143,9319.12,-6.81,24
60,0.005,0.0025,2.0,0.003,99,0.2525,0.9789,0.1922,9841.92,-1.58,21
60,0.005,0.0025,2.0,0.005,99,0.2525,1.023,0.2143,10168.73,1.69,24
60,0.005,0.0025,2.0,0.007,99,0.2424,0.9059,0.2143,9319.12,-6.81,24
60,0.005,0.003,1.3,0.003,89,0.2809,1.1281,0.1655,10882.48,8.82,18
60,0.005,0.003,1.3,0.005,89,0.2809,1.1844,0.1821,11243.84,12.44,20
60,0.005,0.003,1.3,0.007,89,0.2584,0.9854,0.1821,9904.24,-0.96,20
60,0.005,0.003,1.5,0.003,89,0.2809,1.1281,0.1655,10882.48,8.82,18
60,0.005,0.003,1.5,0.005,89,0.2809,1.1844,0.1821,11243.84,12.44,20
60,0.005,0.003,1.5,0.007,89,0.2584,0.9854,0.1821,9904.24,-0.96,20
60,0.005,0.003,1.8,0.003,89,0.2809,1.1281,0.1655,10882.48,8.82,18
60,0.005,0.003,1.8,0.005,89,0.2809,1.1844,0.1821,11243.84,12.44,20
60,0.005,0.003,1.8,0.007,89,0.2584,0.9854,0.1821,9904.24,-0.96,20
60,0.005,0.003,2.0,0.003,89,0.2809,1.1281,0.1655,10882.48,8.82,18
60,0.005,0.003,2.0,0.005,89,0.2809,1.1844,0.1821,11243.84,12.44,20
60,0.005,0.003,2.0,0.007,89,0.2584,0.9854,0.1821,9904.24,-0.96,20
65,0.002,0.0015,1.3,0.003,430,0.2698,1.081,0.3903,13485.33,34.85,20
65,0.002,0.0015,1.3,0.005,430,0.2651,1.0495,0.3605,11866.53,18.67,33
65,0.002,0.0015,1.3,0.007,430,0.2884,1.1047,0.3314,13756.05,37.56,35
65,0.002,0.0015,1.5,0.003,430,0.2698,1.081,0.3903,13485.33,34.85,20
65,0.002,0.0015,1.5,0.005,430,0.2651,1.0495,0.3605,11866.53,18.67,33
65,0.002,0.0015,1.5,0.007,430,0.2884,1.1047,0.3314,13756.05,37.56,35
65,0.002,0.0015,1.8,0.003,430,0.2698,1.081,0.3903,13485.33,34.85,20
65,0.002,0.0015,1.8,0.005,430,0.2651,1.0495,0.3605,11866.53,18.67,33
65,0.002,0.0015,1.8,0.007,430,0.2884,1.1047,0.3314,13756.05,37.56,35
65,0.002,0.0015,2.0,0.003,430,0.2698,1.081,0.3903,13485.33,34.85,20
65,0.002,0.0015,2.0,0.005,430,0.2651,1.0495,0.3605,11866.53,18.67,33
65,0.002,0.0015,2.0,0.007,430,0.2884,1.1047,0.3314,13756.05,37.56,35
65,0.002,0.002,1.3,0.003,356,0.2697,1.0898,0.304,12847.44,28.47,16
65,0.002,0.002,1.3,0.005,356,0.2725,1.095,0.3178,12925.86,29.26,34
65,0.002,0.002,1.3,0.007,356,0.2809,1.0708,0.3178,12006.41,20.06,34
65,0.002,0.002,1.5,0.003,356,0.2697,1.0898,0.304,12847.44,28.47,16
65,0.002,0.002,1.5,0.005,356,0.2725,1.095,0.3178,12925.86,29.26,34
65,0.002,0.002,1.5,0.007,356,0.2809,1.0708,0.3178,12006.41,20.06,34
65,0.002,0.002,1.8,0.003,356,0.2697,1.0898,0.304,12847.44,28.47,16
65,0.002,0.002,1.8,0.005,356,0.2725,1.095,0.3178,12925.86,29.26,34
65,0.002,0.002,1.8,0.007,356,0.2809,1.0708,0.3178,12006.41,20.06,34
65,0.002,0.002,2.0,0.003,356,0.2697,1.0898,0.304,12847.44,28.47,16
65,0.002,0.002,2.0,0.005,356,0.2725,1.095,0.3178,12925.86,29.26,34
65,0.002,0.002,2.0,0.007,356,0.2809,1.0708,0.3178,12006.41,20.06,34
65,0.002,0.0025,1.3,0.003,305,0.2754,1.1115,0.3366,13060.61,30.61,20
65,0.002,0.0025,1.3,0.005,305,0.2656,1.062,0.2961,11512.92,15.13,28
65,0.002,0.0025,1.3,0.007,305,0.2754,1.0267,0.2754,10582.79,5.83,28
65,0.002,0.0025,1.5,0.003,305,0.2754,1.1115,0.3366,13060.61,30.61,20
65,0.002,0.0025,1.5,0.005,305,0.2656,1.062,0.2961,11512.92,15.13,28
65,0.002,0.0025,1.5,0.007,305,0.2754,1.0267,0.2754,10582.79,5.83,28
65,0.002,0.0025,1.8,0.003,305,0.2754,1.1115,0.3366,13060.61,30.61,20
65,0.002,0.0025,1.8,0.005,305,0.2656,1.062,0.2961,11512.92,15.13,28
65,0.002,0.0025,1.8,0.007,305,0.2754,1.0267,0.2754,10582.79,5.83,28
65,0.002,0.0025,2.0,0.003,305,0.2754,1.1115,0.3366,13060.61,30.61,20
65,0.002,0.0025,2.0,0.005,305,0.2656,1.062,0.2961,11512.92,15.13,28
65,0.002,0.0025,2.0,0.007,305,0.2754,1.0267,0.2754,10582.79,5.83,28
65,0.002,0.003,1.3,0.003,280,0.2857,1.1626,0.3093,14330.97,43.31,19
65,0.002,0.003,1.3,0.005,280,0.2679,1.0731,0.2957,11670.6,16.71,25
65,0.002,0.003,1.3,0.007,280,0.2714,1.0051,0.2587,10102.68,1.03,25
65,0.002,0.003,1.5,0.003,280,0.2857,1.1626,0.3093,14330.97,43.31,19
65,0.002,0.003,1.5,0.005,280,0.2679,1.0731,0.2957,11670.6,16.71,25
65,0.002,0.003,1.5,0.007,280,0.2714,1.0051,0.2587,10102.68,1.03,25
65,0.002,0.003,1.8,0.003,280,0.2857,1.1626,0.3093,14330.97,43.31,19
65,0.002,0.003,1.8,0.005,280,0.2679,1.0731,0.2957,11670.6,16.71,25
65,0.002,0.003,1.8,0.007,280,0.2714,1.0051,0.2587,10102.68,1.03,25
65,0.002,0.003,2.0,0.003,280,0.2857,1.1626,0.3093,14330.97,43.31,19
65,0.002,0.003,2.0,0.005,280,0.2679,1.0731,0.2957,11670.6,16.71,25
65,0.002,0.003,2.0,0.007,280,0.2714,1.0051,0.2587,10102.68,1.03,25
65,0.003,0.0015,1.3,0.003,280,0.2679,1.0959,0.3735,12688.49,26.88,16
65,0.003,0.0015,1.3,0.005,280,0.2536,1.006,0.406,10144.09,1.44,19
65,0.003,0.0015,1.3,0.007,280,0.2893,1.1345,0.2612,13050.93,30.51,30
65,0.003,0.0015,1.5,0.003,280,0.2679,1.0959,0.3735,12688.49,26.88,16
65,0.003,0.0015,1.5,0.005,280,0.2536,1.006,0.406,10144.09,1.44,19
65,0.003,0.0015,1.5,0.007,280,0.2893,1.1345,0.2612,13050.93,30.51,30
65,0.003,0.0015,1.8,0.003,280,0.2679,1.0959,0.3735,12688.49,26.88,16
65,0.003,0.0015,1.8,0.005,280,0.2536,1.006,0.406,10144.09,1.44,19
65,0.003,0.0015,1.8,0.007,280,0.2893,1.1345,0.2612,13050.93,30.51,30
65,0.003,0.0015,2.0,0.003,280,0.2679,1.0959,0.3735,12688.49,26.88,16
65,0.003,0.0015,2.0,0.005,280,0.2536,1.006,0.406,10144.09,1.44,19
65,0.003,0.0015,2.0,0.007,280,0.2893,1.1345,0.2612,13050.93,30.51,30
65,0.003,0.002,1.3,0.003,233,0.2575,1.057,0.3467,11233.76,12.34,18
65,0.003,0.002,1.3,0.005,233,0.2575,1.0231,0.3467,10455.12,4.55,19
65,0.003,0.002,1.3,0.007,233,0.2833,1.0906,0.2453,11703.84,17.04,28
65,0.003,0.002,1.5,0.003,233,0.2575,1.057,0.3467,11233.76,12.34,18
65,0.003,0.002,1.5,0.005,233,0.2575,1.0231,0.3467,10455.12,4.55,19
65,0.003,0.002,1.5,0.007,233,0.2833,1.0906,0.2453,11703.84,17.04,28
65,0.003,0.002,1.8,0.003,233,0.2575,1.057,0.3467,11233.76,12.34,18
65,0.003,0.002,1.8,0.005,233,0.2575,1.0231,0.3467,10455.12,4.55,19
65,0.003,0.002,1.8,0.007,233,0.2833,1.0906,0.2453,11703.84,17.04,28
65,0.003,0.002,2.0,0.003,233,0.2575,1.057,0.3467,11233.76,12.34,18
65,0.003,0.002,2.0,0.005,233,0.2575,1.0231,0.3467,10455.12,4.55,19
65,0.003,0.002,2.0,0.007,233,0.2833,1.0906,0.2453,11703.84,17.04,28
65,0.003,0.0025,1.3,0.003,198,0.2525,1.0295,0.3838,10525.42,5.25,28
65,0.003,0.0025,1.3,0.005,198,0.2525,1.0026,0.3589,10042.47,0.42,25
65,0.003,0.0025,1.3,0.007,198,0.2828,1.0813,0.2534,11249.11,12.49,25
65,0.003,0.0025,1.5,0.003,198,0.2525,1.0295,0.3838,10525.42,5.25,28
65,0.003,0.0025,1.5,0.005,198,0.2525,1.0026,0.3589,10042.47,0.42,25
65,0.003,0.0025,1.5,0.007,198,0.2828,1.0813,0.2534,11249.11,12.49,25
65,0.003,0.0025,1.8,0.003,198,0.2525,1.0295,0.3838,10525.42,5.25,28
65,0.003,0.0025,1.8,0.005,198,0.2525,1.0026,0.3589,10042.47,0.42,25
65,0.003,0.0025,1.8,0.007,198,0.2828,1.0813,0.2534,11249.11,12.49,25
65,0.003,0.0025,2.0,0.003,198,0.2525,1.0295,0.3838,10525.42,5.25,28
65,0.003,0.0025,2.0,0.005,198,0.2525,1.0026,0.3589,10042.47,0.42,25
65,0.003,0.0025,2.0,0.007,198,0.2828,1.0813,0.2534,11249.11,12.49,25
65,0.003,0.003,1.3,0.003,177,0.2542,1.041,0.3834,10663.26,6.63,27
65,0.003,0.003,1.3,0.005,177,0.2599,1.0391,0.3585,10585.06,5.85,23
65,0.003,0.003,1.3,0.007,177,0.2938,1.13,0.2529,11846.47,18.46,23
65,0.003,0.003,1.5,0.003,177,0.2542,1.041,0.3834,10663.26,6.63,27
65,0.003,0.003,1.5,0.005,177,0.2599,1.0391,0.3585,10585.06,5.85,23
65,0.003,0.003,1.5,0.007,177,0.2938,1.13,0.2529,11846.47,18.46,23
65,0.003,0.003,1.8,0.003,177,0.2542,1.041,0.3834,10663.26,6.63,27
65,0.003,0.003,1.8,0.005,177,0.2599,1.0391,0.3585,10585.06,5.85,23
65,0.003,0.003,1.8,0.007,177,0.2938,1.13,0.2529,11846.47,18.46,23
65,0.003,0.003,2.0,0.003,177,0.2542,1.041,0.3834,10663.26,6.63,27
65,0.003,0.003,2.0,0.005,177,0.2599,1.0391,0.3585,10585.06,5.85,23
65,0.003,0.003,2.0,0.007,177,0.2938,1.13,0.2529,11846.47,18.46,23
65,0.004,0.0015,1.3,0.003,177,0.2712,1.1592,0.2083,12261.12,22.61,13
65,0.004,0.0015,1.3,0.005,177,0.2542,1.0255,0.2345,10342.57,3.43,25
65,0.004,0.0015,1.3,0.007,177,0.2938,1.1941,0.2222,12768.91,27.69,25
65,0.004,0.0015,1.5,0.003,177,0.2712,1.1592,0.2083,12261.12,22.61,13
65,0.004,0.0015,1.5,0.005,177,0.2542,1.0255,0.2345,10342.57,3.43,25
65,0.004,0.0015,1.5,0.007,177,0.2938,1.1941,0.2222,12768.91,27.69,25
65,0.004,0.0015,1.8,0.003,177,0.2712,1.1592,0.2083,12261.12,22.61,13
65,0.004,0.0015,1.8,0.005,177,0.2542,1.0255,0.2345,10342.57,3.43,25
65,0.004,0.0015,1.8,0.007,177,0.2938,1.1941,0.2222,12768.91,27.69,25
65,0.004,0.0015,2.0,0.003,177,0.2712,1.1592,0.2083,12261.12,22.61,13
65,0.004,0.0015,2.0,0.005,177,0.2542,1.0255,0.2345,10342.57,3.43,25
65,0.004,0.0015,2.0,0.007,177,0.2938,1.1941,0.2222,12768.91,27.69,25
65,0.004,0.002,1.3,0.003,150,0.2867,1.2624,0.149,13193.79,31.94,11
65,0.004,0.002,1.3,0.005,150,0.28,1.1657,0.2083,11969.19,19.69,22
65,0.004,0.002,1.3,0.007,150,0.3067,1.2456,0.1984,13005.4,30.05,22
65,0.004,0.002,1.5,0.003,150,0.2867,1.2624,0.149,13193.79,31.94,11
65,0.004,0.002,1.5,0.005,150,0.28,1.1657,0.2083,11969.19,19.69,22
65,0.004,0.002,1.5,0.007,150,0.3067,1.2456,0.1984,13005.4,30.05,22
65,0.004,0.002,1.8,0.003,150,0.2867,1.2624,0.149,13193.79,31.94,11
65,0.004,0.002,1.8,0.005,150,0.28,1.1657,0.2083,11969.19,19.69,22
65,0.004,0.002,1.8,0.007,150,0.3067,1.2456,0.1984,13005.4,30.05,22
65,0.004,0.002,2.0,0.003,150,0.2867,1.2624,0.149,13193.79,31.94,11
65,0.004,0.002,2.0,0.005,150,0.28,1.1657,0.2083,11969.19,19.69,22
65,0.004,0.002,2.0,0.007,150,0.3067,1.2456,0.1984,13005.4,30.05,22
65,0.004,0.0025,1.3,0.003,126,0.2937,1.287,0.167,12968.18,29.68,11
65,0.004,0.0025,1.3,0.005,126,0.2698,1.1181,0.2073,11142.11,11.42,21
65,0.004,0.0025,1.3,0.007,126,0.2857,1.1294,0.1908,11228.02,12.28,21
65,0.004,0.0025,1.5,0.003,126,0.2937,1.287,0.167,12968.18,29.68,11
65,0.004,0.0025,1.5,0.005,126,0.2698,1.1181,0.2073,11142.11,11.42,21
65,0.004,0.0025,1.5,0.007,126,0.2857,1.1294,0.1908,11228.02,12.28,21
65,0.004,0.0025,1.8,0.003,126,0.2937,1.287,0.167,12968.18,29.68,11
65,0.004,0.0025,1.8,0.005,126,0.2698,1.1181,0.2073,11142.11,11.42,21
65,0.004,0.0025,1.8,0.007,126,0.2857,1.1294,0.1908,11228.02,12.28,21
65,0.004,0.0025,2.0,0.003,126,0.2937,1.287,0.167,12968.18,29.68,11
65,0.004,0.0025,2.0,0.005,126,0.2698,1.1181,0.2073,11142.11,11.42,21
65,0.004,0.0025,2.0,0.007,126,0.2857,1.1294,0.1908,11228.02,12.28,21
65,0.004,0.003,1.3,0.003,117,0.3077,1.3785,0.1415,13644.58,36.45,10
65,0.004,0.003,1.3,0.005,117,0.2821,1.1911,0.1831,11723.27,17.23,20
65,0.004,0.003,1.3,0.007,117,0.2906,1.1566,0.1821,11354.87,13.55,20
65,0.004,0.003,1.5,0.003,117,0.3077,1.3785,0.1415,13644.58,36.45,10
65,0.004,0.003,1.5,0.005,117,0.2821,1.1911,0.1831,11723.27,17.23,20
65,0.004,0.003,1.5,0.007,117,0.2906,1.1566,0.1821,11354.87,13.55,20
65,0.004,0.003,1.8,0.003,117,0.3077,1.3785,0.1415,13644.58,36.45,10
65,0.004,0.003,1.8,0.005,117,0.2821,1.1911,0.1831,11723.27,17.23,20
65,0.004,0.003,1.8,0.007,117,0.2906,1.1566,0.1821,11354.87,13.55,20
65,0.004,0.003,2.0,0.003,117,0.3077,1.3785,0.1415,13644.58,36.45,10
65,0.004,0.003,2.0,0.005,117,0.2821,1.1911,0.1831,11723.27,17.23,20
65,0.004,0.003,2.0,0.007,117,0.2906,1.1566,0.1821,11354.87,13.55,20
65,0.005,0.0015,1.3,0.003,113,0.3097,1.4176,0.1506,13581.84,35.82,14
65,0.005,0.0015,1.3,0.005,113,0.2832,1.1885,0.2153,11579.62,15.8,19
65,0.005,0.0015,1.3,0.007,113,0.2832,1.1252,0.2148,11061.54,10.62,24
65,0.005,0.0015,1.5,0.003,113,0.3097,1.4176,0.1506,13581.84,35.82,14
65,0.005,0.0015,1.5,0.005,113,0.2832,1.1885,0.2153,11579.62,15.8,19
65,0.005,0.0015,1.5,0.007,113,0.2832,1.1252,0.2148,11061.54,10.62,24
65,0.005,0.0015,1.8,0.003,113,0.3097,1.4176,0.1506,13581.84,35.82,14
65,0.005,0.0015,1.8,0.005,113,0.2832,1.1885,0.2153,11579.62,15.8,19
65,0.005,0.0015,1.8,0.007,113,0.2832,1.1252,0.2148,11061.54,10.62,24
65,0.005,0.0015,2.0,0.003,113,0.3097,1.4176,0.1506,13581.84,35.82,14
65,0.005,0.0015,2.0,0.005,113,0.2832,1.1885,0.2153,11579.62,15.8,19
65,0.005,0.0015,2.0,0.007,113,0.2832,1.1252,0.2148,11061.54,10.62,24
65,0.005,0.002,1.3,0.003,100,0.3,1.3573,0.1581,12696.71,26.97,15
65,0.005,0.002,1.3,0.005,100,0.3,1.3295,0.1908,12424.19,24.24,16
65,0.005,0.002,1.3,0.007,100,0.29,1.1687,0.1908,11253.05,12.53,21
65,0.005,0.002,1.5,0.003,100,0.3,1.3573,0.1581,12696.71,26.97,15
65,0.005,0.002,1.5,0.005,100,0.3,1.3295,0.1908,12424.19,24.24,16
65,0.005,0.002,1.5,0.007,100,0.29,1.1687,0.1908,11253.05,12.53,21
65,0.005,0.002,1.8,0.003,100,0.3,1.3573,0.1581,12696.71,26.97,15
65,0.005,0.002,1.8,0.005,100,0.3,1.3295,0.1908,12424.19,24.24,16
65,0.005,0.002,1.8,0.007,100,0.29,1.1687,0.1908,11253.05,12.53,21
65,0.005,0.002,2.0,0.003,100,0.3,1.3573,0.1581,12696.71,26.97,15
65,0.005,0.002,2.0,0.005,100,0.3,1.3295,0.1908,12424.19,24.24,16
65,0.005,0.002,2.0,0.007,100,0.29,1.1687,0.1908,11253.05,12.53,21
65,0.005,0.0025,1.3,0.003,86,0.2907,1.2676,0.166,11742.33,17.42,14
65,0.005,0.0025,1.3,0.005,86,0.2907,1.2844,0.1984,11779.55,17.8,22
